#,Player,Yr,Pos,Ht,GP,GS,Goals,Assists,Points,Shots,SHG,ENG,GWG,GTG,OT Goals,Shootout,PPG,PPA,Hat Tricks,FOs,FO won,FO lost,FO pct,Penalties,Pen. Min.,GameMisc,DQ,P-M,PShots,PSAtt,Plus,Minus
13,Sarah Waszkielewicz,So,D,5-11,23,0,,,0,9,,,,,,,,0,,2,1,1,0.5,2,4,,,-2,,,11,13
24,Quinn McLaren,So,D,5-11,31,18,10,9,19,55,,,1,,,,4,0,,1,0,1,0,6,23,1,,-13,,,29,42
8,Olivia Grabianowski,So,C,5-5,32,9,8,11,19,57,,,1,1,,,2,0,,452,236,216,0.522,3,6,,,-10,,,24,34
28,Karolina Sykorova,So,F,5-7,6,0,,,0,2,,,,,,,,0,,0,0,0,,1,2,,,-1,,,1,2
14,Morgan Neitzke,Jr,F,5-7,32,20,24,22,46,173,5,4,3,,,,3,0,1,23,4,19,0.174,10,20,,,-15,1,1,38,53
11,Sydney Rarick,Jr,F,5-6,32,10,3,6,9,69,,,,,,,1,0,,7,1,6,0.143,7,14,,,-23,,,17,40
25,Chloe Corbin,Sr,C,5-7,32,7,3,5,8,36,,,,,,,,0,,451,190,261,0.421,7,17,,,-11,,,15,26
16,Kaitlin Finnegan,Sr,F,5-4,31,6,3,8,11,42,,,,,,,1,0,,12,3,9,0.25,8,16,,,-15,,,16,31
22,Thea Jørgensen,Sr,D,5-9,24,13,4,8,12,58,,,1,,,,2,0,,2,1,1,0.5,5,13,,,-27,,,16,43
12,Sena Takenaka,Sr,D,5-3,7,2,1,3,4,9,1,1,,,,,,0,,1,0,1,0,2,4,,,-6,,,7,13
10,Sarah Dravis,Sr,F,5-2,29,2,,1,1,12,,,,,,,,0,,0,0,0,,5,13,,,-10,,,2,12
27,Brooke Pioske,Jr,D,5-7,31,6,,1,1,23,,,,,,,,0,,0,0,0,,8,16,,,-31,,,10,41
15,Sydney McAsh,Jr,D,5-7,9,0,,,0,,,,,,,,,0,,0,0,0,,,,,,-1,,,,1
4,Emma Hoen,So,F,5-7,31,4,,11,11,30,,,,,,,,0,,0,0,0,,2,4,,,-2,,,24,26
19,Molly Henderson,So,C,5-4,32,10,6,16,22,44,,,,,,,2,0,,327,166,161,0.508,2,4,,,-21,,,19,40
7,Sarah Davies,So,D,5-4,32,18,13,18,31,113,1,,2,,2,,7,0,,84,47,37,0.56,15,33,,,-17,,,34,51
23,Gretta Pioske,Fr,F,5-7,22,1,,,0,6,,,,,,,,0,,1,0,1,0,,,,,-9,,,,9
2,Rachel Goff,Sr,F,5-0,29,9,8,11,19,79,,,2,,,,1,0,,80,16,64,0.2,22,63,1,,-6,,,23,29
21,Sidney Jackel,Fr,F,5-10,31,6,5,5,10,60,,,1,,,,,0,,60,23,37,0.383,2,4,,,-22,,,15,37
17,Gigi Pora,Sr,C,5-8,26,12,8,5,13,64,,,,,,,4,0,,485,252,233,0.52,7,14,,,-15,,,22,37
20,Madilynn Hickey,Sr,F,5-6,28,4,,,0,8,,,,,,,,0,,37,13,24,0.351,7,14,,,-13,,,5,18
9,Lucie Quarto,Fr,D,5-7,13,3,,,0,6,,,,,,,,0,,0,0,0,,4,8,,,-7,,,4,11
20,Thea Johansson,So,F,5-7,36,12,19,11,30,138,,3,3,,,,,0,,1,0,1,0,13,37,1,,8,,,34,26
21,Riley Johnson,So,C,5-4,25,0,,,0,19,,,,,,,,0,,106,55,51,0.519,1,2,,,-4,,,,4
19,Jade Maisonneuve,So,F,5-4,17,0,,3,3,10,,,,,,,,0,,0,0,0,,1,2,,,-2,,,4,6
11,Makayla Javier,So,D,5-6,38,2,1,2,3,45,,,,,,,,0,,0,0,0,,11,22,,,-10,,,18,28
6,Sami Gendron,So,D,5-5,9,0,,2,2,5,,,,,,,,0,,0,0,0,,,,,,5,,,5,
3,Megan McKay,So,D,5-10,38,12,2,16,18,79,,,,,,,2,0,,0,0,0,,12,24,,,5,,1,35,30
24,Vanessa Upson,Jr,C,5-5,38,17,17,20,37,133,1,2,6,,,,5,0,,864,456,408,0.528,4,8,,,10,,,36,26
28,Kylee Mahoney,Jr,C,5-7,38,12,8,8,16,75,,,4,,,,2,0,,587,320,267,0.545,14,28,,,4,,,18,14
2,Sydney Wegner,Jr,F,5-7,6,0,,1,1,4,,,,,,,,0,,0,0,0,,2,4,,,2,,,2,
27,Mary Sweetapple,Jr,D,5-8,35,1,,5,5,13,,,,,,,,0,,0,0,0,,6,12,,,11,,,22,11
4,Grace Nelles,Sr,F,5-10,22,0,,1,1,19,,,,,,,,0,,42,23,19,0.548,2,4,,,-2,,,3,5
14,Sara Boucher,Sr,F,5-7,38,20,18,22,40,147,1,2,3,,,,4,0,1,33,9,24,0.273,16,32,,,5,,,35,30
18,Mary Kromer,Sr,F,5-6,37,11,1,6,7,49,,,,,,,,0,,2,2,0,1,6,15,,,-1,,,13,14
26,Chantal Ste-Croix,Sr,F,5-4,38,11,7,8,15,54,,,1,,,,2,0,,123,66,57,0.537,7,14,,,8,,,25,17
12,Marielle Parks,Jr,F,5-6,38,8,7,4,11,84,,,1,,,,2,0,,139,60,79,0.432,2,4,,,3,,,14,11
25,Sydney Pedersen,Jr,D,5-8,34,32,7,19,26,124,,1,1,,,,3,0,,0,0,0,,16,43,1,,4,,,29,25
5,Anna Barrington,Fr,D,5-4,1,0,,,0,,,,,,,,,0,,0,0,0,,,,,,,,,,
23,Sofia Skriver,Fr,F,5-4,24,1,,,0,10,,,,,,,,0,,0,0,0,,2,4,,,-7,,,3,10
22,Sofia Nuutinen,Fr,F,5-7,36,18,11,23,34,89,,,1,,,,4,0,,2,1,1,0.5,6,12,,,17,,,37,20
8,Sofia Ljung,Fr,F,5-7,38,26,4,11,15,39,,,,,,,2,0,,0,0,0,,4,8,,,8,,,34,26
10,Emmi Mourujarvi,Fr,D,5-7,34,0,,1,1,22,,,,,,,,0,,0,0,0,,1,2,,,6,,,14,8
16,Henlee Mahoney,Fr,F,5-7,22,0,2,4,6,13,,,,,,,,0,,0,0,0,,3,6,,,4,,,6,2
9,Olivia Cvar,Sr,C,5-8,37,7,8,13,21,77,,,,,,,3,0,,375,195,180,0.52,8,16,,,5,,,20,15
10,Leah Stecker,So,D,5-9,38,10,4,7,11,42,,,1,,,,,0,,2,0,2,0,13,29,,,18,,,32,14
17,Kendall Butze,So,D,5-3,38,15,4,11,15,79,1,1,1,,,,1,0,,1,1,0,1,3,6,,,11,,,32,21
22,Katelyn Roberts,So,F,5-7,38,20,13,15,28,111,,,2,,,,2,0,,15,5,10,0.333,6,12,,,19,,,32,13
5,Karley Garcia,Jr,D,5-7,38,14,2,10,12,50,,,,,,,1,0,,1,0,1,0,17,56,1,,14,,,33,19
3,Alyssa Machado,Sr,F,5-6,38,5,7,11,18,65,1,,1,2,,,,0,,0,0,0,,15,38,,,4,,,25,21
6,Carrie Byrnes,Sr,F,5-4,25,1,,1,1,8,,,,,,,,0,,0,0,0,,,,,,1,,,2,1
24,Lyndie Lobdell,Sr,D,5-7,38,14,9,11,20,77,,,2,,,,5,0,,0,0,0,,13,26,,,13,,,33,20
4,Maeve Connolly,Sr,F,5-4,37,3,,2,2,16,,,,,,,,0,,106,50,56,0.472,1,10,,,6,,,14,8
9,Lexi Bedier,Jr,F,5-8,38,4,2,9,11,38,,,1,,,,,0,,74,31,43,0.419,3,6,,,2,,,19,17
19,Mya Vaslet,Jr,C,5-9,38,7,16,10,26,96,,,2,,,,4,0,1,485,249,236,0.513,7,25,1,,7,,,23,16
15,Tessa Janecke,So,C,5-8,38,27,17,36,53,221,3,,3,,,,3,0,2,961,630,331,0.656,18,50,1,,27,,,45,18
26,Maddy Christian,So,F,5-7,38,5,5,6,11,77,,1,2,,,,1,0,,3,0,3,0,4,8,,,-3,,1,14,17
11,Alva Johnsson,Sr,D,6-0,38,2,3,4,7,37,,,,,,,,0,,15,10,5,0.667,4,8,,,6,,,14,8
21,Maggie MacEachern,Sr,D,5-6,38,19,6,13,19,104,,,2,,1,,1,0,,0,0,0,,4,8,,,18,,,35,17
16,Brianna Brooks,Sr,C,5-9,38,6,14,18,32,163,,1,2,,,,6,0,,545,324,221,0.594,4,8,,,7,,,22,15
18,Stella Retrum,Fr,F,5-7,36,21,11,12,23,108,,,1,,,,4,0,1,2,1,1,0.5,3,6,,,18,,,26,8
23,Karolina Hengelmüller,Fr,D,5-7,28,6,1,5,6,43,,,,,,,,0,,0,0,0,,1,2,,,-1,,,11,12
14,Julie Gough,Sr,F,5-8,32,11,7,10,17,92,,,2,,,,4,0,,4,1,3,0.25,5,10,,,5,,,23,18
4,Allyson Hebert,Sr,D,5-8,35,12,,7,7,19,,,,,,,,0,,0,0,0,,2,4,,,1,,,25,24
7,Wasyn Rice,Sr,D,5-7,32,9,1,2,3,24,,,,,,,,0,,0,0,0,,12,24,,,-9,,,17,26
15,Alyssa Rasmuson,Fr,F,5-10,28,1,,3,3,14,,,,,,,,0,,0,0,0,,,,,,-7,,,3,10
26,Morgan Giannone,So,F,5-6,35,7,9,9,18,123,1,1,2,,1,,1,0,,22,8,14,0.364,11,22,,,-11,,,19,30
16,Catriona Crarer,Fr,C,5-3,35,10,3,11,14,52,,,,,,,1,0,,556,245,311,0.441,10,20,,,-15,,,17,32
22,Lindsey Smolen,Fr,F,5-7,35,3,3,2,5,27,,,1,,,,,0,,55,26,29,0.473,6,12,,,-9,,,7,16
27,Chace Sperling,Sr,D,5-8,15,0,,,0,2,,,,,,,,0,,0,0,0,,1,2,,,-2,,,1,3
3,Gillian Thompson,Sr,D,5-9,32,4,1,8,9,42,,,,,,,,0,,0,0,0,,11,30,1,,-5,,,20,25
9,Calli Arnold,So,C,5-2,31,4,5,3,8,38,1,,1,,,,,0,,293,107,186,0.365,5,10,,,-5,,,12,17
10,Kaitlyn Schooley,Fr,D,5-7,35,14,1,9,10,26,,,,,,,,0,,0,0,0,,8,19,,,-6,,,25,31
11,Brynn Levinson,Fr,F,5-2,1,0,,,0,,,,,,,,,0,,0,0,0,,2,4,,,,,,,
21,Shailynn Snow,Sr,C,5-4,33,14,14,12,26,62,,1,1,,,,6,0,,166,88,78,0.53,21,50,,,-1,,,27,28
28,Janelle Evans,Fr,C,5-4,35,12,9,19,28,83,,,1,,1,,2,0,,217,66,151,0.304,3,6,,,11,,,36,25
19,Thalia D'Elia,Fr,D,5-4,35,12,3,9,12,43,,,1,,1,,1,0,,1,0,1,0,3,6,,,-3,,,22,25
20,Madison Primeau,Jr,C,5-11,27,10,7,5,12,49,,,2,,,,2,0,,152,82,70,0.539,20,59,1,,-2,,,16,18
23,Chloé Puddifant,Sr,D,5-9,35,19,1,21,22,42,,,,,,,,0,,1,0,1,0,11,22,,,-8,,,33,41
5,Alaina Giampietro,Fr,F,5-7,35,16,19,12,31,182,,1,4,,1,,3,0,,9,4,5,0.444,7,22,,,1,,,30,29
14,Laura Eustace,Fr,F,5-5,30,1,1,,1,26,,,,,,,,0,,1,0,1,0,8,16,,,-4,,,5,9
18,Jersey Phillips,Sr,C,5-3,35,7,6,5,11,59,1,,2,,,,,0,,502,207,295,0.412,5,16,,,-11,,,18,29
8,Mya Neugent,Sr,C,5-6,35,11,8,9,17,53,,,,1,,,2,0,,187,69,118,0.369,11,22,,,-11,,,19,30
17,Courtney Hall,Sr,F,5-8,29,9,3,13,16,53,,,,,,,1,0,,11,6,5,0.545,11,25,,,-7,,,14,21
20,Karly Kolssak,So,D,5-8,5,0,,,0,,,,,,,,,0,,1,0,1,0,1,2,,,-1,,,,1
26,Nicole Ness,Sr,F,5-7,35,1,9,3,12,84,,,1,,,,1,0,,1,0,1,0,4,8,,,4,,,19,15
18,Lexi Sung,So,C,5-7,34,0,2,6,8,45,,,1,,,,,0,,290,172,118,0.593,2,4,,,-5,,,13,18
9,Jordyn Bear,Jr,F,5-7,35,16,4,5,9,52,,,1,,,,2,0,,35,11,24,0.314,2,4,,,-7,,,10,17
21,Camryn Brownschidle,So,D,5-6,7,0,,3,3,4,,,,,,,,0,,0,0,0,,,,,,1,,,4,3
10,Ella Fesette,So,F,5-4,7,0,,,0,3,,,,,,,,0,,23,9,14,0.391,1,2,,,,,,,
7,Kyla Bear,Jr,D,5-7,35,1,3,7,10,54,,,1,,,,2,0,,0,0,0,,9,18,,,-4,,,25,29
3,Chloe McNeil,Sr,F,5-7,27,0,4,2,6,36,,,,,,,,0,,0,0,0,,1,2,,,-5,,,8,13
8,Lindsay Maloney,Sr,C,5-7,35,29,5,7,12,74,,1,,,,,1,0,,649,283,366,0.436,13,26,,,-2,,,14,16
11,Emma Roland,Sr,F,5-4,35,12,8,8,16,59,,,1,,1,,2,0,,4,3,1,0.75,1,10,,,-6,,,13,19
28,Mia Tsilemos,Sr,D,5-7,35,35,1,7,8,48,,,,,,,,0,,2,0,2,0,10,20,,,0,,,24,24
5,Bronwyn Khangsar,Jr,D,5-6,12,0,,,0,3,,,,,,,,0,,0,0,0,,1,2,,,-3,,,1,4
16,Megan McCormick,Jr,C,5-7,35,2,5,1,6,64,,,,,,,,0,,322,166,156,0.516,4,8,,,1,,,13,12
25,Addie Carr,Jr,D,5-9,29,0,2,1,3,25,,,,,,,,0,,0,0,0,,8,27,1,,-2,,,9,11
2,Bailey Kehl,Jr,D,5-3,35,0,,2,2,40,,,,,,,,0,,3,0,3,0,3,6,,,1,,,16,15
4,Jessie Burks,Jr,D,5-7,34,0,,10,10,45,,,,,,,,0,,0,0,0,,7,14,,,-5,,,16,21
14,Annie Burks,Jr,F,5-8,11,0,,,0,4,,,,,,,,0,,0,0,0,,,,,,-3,,,,3
23,Kylie Aquaro,Jr,F,5-4,34,4,10,16,26,52,,,3,,1,,5,0,,6,2,4,0.333,5,21,,1,4,,,25,21
6,Athena Vasdani,Jr,F,5-8,35,27,4,6,10,39,,1,2,,,,,0,,8,1,7,0.125,5,10,,,1,,,12,11
24,Linda Rulle,Fr,F,5-4,34,0,1,6,7,54,,,,,,,1,0,,44,29,15,0.659,2,4,,,-6,,,10,16
15,Jaidan Fahrny,So,C,5-3,35,6,6,7,13,72,,,2,,,,1,0,,485,222,263,0.458,7,14,,,-6,,,20,26
13,Addie Alvarez,Fr,F,5-5,35,8,8,12,20,80,,,1,1,1,,1,0,,4,2,2,0.5,11,22,,,-2,,,21,23
22,Emma Pickering,Fr,D,5-4,34,34,5,7,12,110,,,,,,,1,0,,1,0,1,0,8,27,,1,-2,,,22,24
27,Logan Marchese,Fr,F,5-3,3,0,,,0,3,,,,,,,,0,,0,0,0,,2,4,,,,,,,
13,Mik Todd,So,F,5-7,7,1,2,,2,12,,,,,,,,0,,0,0,0,,4,8,,,1,,,3,2
24,Gabby Dougherty,So,D,5-4,28,0,,1,1,5,,,,,,,,0,,0,0,0,,,,,,-7,,,3,10
7,Maya D'Arcy,So,D,5-5,34,4,1,6,7,48,,,,,,,,0,,8,1,7,0.125,13,26,,,-14,,,18,32
22,Charlotte Hallett,So,D,6-0,30,0,1,2,3,12,,,1,,,,,0,,1,0,1,0,14,39,1,,-11,,,6,17
27,Heidi Knoll,So,F,5-5,34,0,5,,5,56,,,1,,,,,0,,2,0,2,0,10,20,,,-21,,,7,28
10,Erin Brousseau,Jr,F,5-8,24,0,,,0,1,,,,,,,,0,,0,0,0,,2,4,,,-6,,,1,7
9,Kambel Beacom,Sr,D,5-4,28,9,1,2,3,23,,,,,,,,0,,0,0,0,,3,6,,,-23,,,8,31
18,Tatum White,Sr,C,5-10,34,29,6,14,20,89,1,1,,1,,1,2,0,,753,391,362,0.519,19,38,,,-10,,,22,32
11,Sarah Thompson,Sr,C,5-6,34,4,9,4,13,67,1,1,1,,,,3,0,,325,140,185,0.431,1,5,,,-31,,,16,47
16,Rayla Clemons,Sr,F,5-2,22,4,1,2,3,28,1,,,,,,,0,,3,2,1,0.667,1,2,,,-9,,,9,18
3,Kate Holmes,Sr,C,5-2,34,20,9,12,21,64,,,1,,,,2,0,,226,110,116,0.487,6,12,,,-19,,,25,44
12,Kailey Langefels,Sr,D,5-5,34,6,2,6,8,40,,,,,,,1,0,,0,0,0,,6,15,,,-32,,,18,50
17,Haley Trudeau,Fr,F,5-4,33,2,2,,2,21,,,1,,,,,0,,0,0,0,,3,6,,,-22,,,4,26
4,Alexandria Weiss,Sr,D,5-6,34,25,4,16,20,70,,,,,,,3,0,,0,0,0,,3,6,,,-15,,,21,36
20,Rachel Teslak,Sr,D,5-6,30,23,8,14,22,103,1,,,1,,1,3,0,,0,0,0,,11,22,,,-6,,,23,29
21,Nea Tervonen,Fr,C,5-3,34,8,3,4,7,42,,,,,,,1,0,,353,169,184,0.479,2,4,,,-25,,,9,34
8,Jocelyn Fiala,Fr,D,5-8,34,3,,2,2,14,,,,,,,,0,,1,0,1,0,12,24,,,-13,,,8,21
19,Darci Johal,Sr,F,5-8,34,28,13,11,24,94,2,1,2,,,,4,0,,4,2,2,0.5,3,6,,,-10,,,25,35
26,Haley Uliasz,Sr,F,5-9,31,1,,,0,13,,,,,,,,0,,5,2,3,0.4,3,6,,,-6,,,1,7
23,Marielle McHale,Sr,C,5-11,34,3,,3,3,30,,,,,,,,0,,310,106,204,0.342,14,28,,,-18,,,8,26
11,Miranda Calderone,Fr,D,5-4,32,20,,4,4,11,,,,,,,,0,,0,0,0,,4,8,,,-5,,,15,20
9,Gali Levy,So,F,5-3,31,5,2,3,5,39,,,,,,,1,0,,1,0,1,0,3,6,,,-11,,,6,17
20,Shauna Vadeboncoeur,Fr,F,5-6,8,0,,,0,,,,,,,,,0,,11,1,10,0.091,,,,,1,,,1,
7,Sam Broz,Fr,C,5-8,32,6,6,9,15,53,,2,1,,,,2,0,,457,228,229,0.499,5,10,,,-3,,,16,19
3,Ava DeCoste,Fr,F,5-6,32,15,5,11,16,26,,,,,,,,0,,1,1,0,1,2,4,,,-1,,,23,24
18,Margot Norehad,Fr,F,5-3,27,7,7,6,13,64,,1,2,,,,1,0,,0,0,0,,2,4,,,-7,,,12,19
17,Elodie Roy,Fr,D,5-4,31,2,1,3,4,23,,,,,,,,0,,0,0,0,,8,22,,,-9,,,14,23
21,Jade Iginla,So,C,5-7,32,16,16,11,27,99,,2,2,1,,,3,0,1,599,282,317,0.471,6,12,,,-4,,,31,35
26,India McDadi,So,F,5-4,32,13,9,15,24,92,1,,3,,1,,,0,,12,5,7,0.417,7,14,,,1,,,27,26
5,Ellie Gauvin,So,D,5-8,25,11,2,4,6,25,,,1,,,,1,0,,0,0,0,,2,4,,,-7,,,9,16
25,Olivia Williamson,Sr,F,5-10,27,1,1,,1,9,,,,,,,,0,,0,0,0,,1,2,,,-4,,,2,6
4,Anna Shelden,Sr,C,5-4,32,13,2,3,5,29,,,,,,,1,0,,167,99,68,0.593,1,2,,,-12,,,5,17
6,Maya Mangiafico,Sr,C,5-6,32,11,3,4,7,38,,,2,,,,,0,,381,179,202,0.47,8,27,,,-9,,,9,18
12,Paige Gross,Jr,F,5-8,13,0,,,0,1,,,,,,,,0,,0,0,0,,,,,,-2,,,,2
23,Cameron Sikich,Jr,D,5-5,32,16,1,10,11,75,,,,,,,1,0,,0,0,0,,4,8,,,-7,,,24,31
28,Lily Lacey,Sr,F,5-2,16,1,,,0,2,,,,,,,,0,,0,0,0,,1,2,,,-2,,,,2
2,Cassidy Piersiak,Sr,D,5-7,32,10,3,4,7,35,,,,,,,,0,,0,0,0,,7,14,,,-2,,,19,21
8,Meadow Carman,Sr,D,5-10,30,3,,5,5,29,,,,,,,,0,,0,0,0,,7,14,,,-3,,,10,13
10,Abby Hancock,Jr,D,5-7,12,0,,,0,4,,,,,,,,0,,0,0,0,,,,,,-2,,,3,5
19,Anna Gallagher,Sr,F,5-2,23,4,1,3,4,25,,,,,,,1,0,,1,1,0,1,,,,,-1,,,9,10
16,Maddie Morgan,So,F,5-5,15,1,,,0,,,,,,,,,0,,0,0,0,,3,6,,,-3,,,5,8
24,Jess Ciarrocchi,Jr,F,5-4,31,5,2,2,4,21,,,1,,1,,1,0,,0,0,0,,,,,,-5,,,3,8
13,Sara Swiderski,So,D,5-9,38,2,2,8,10,92,,,1,,,,,0,,0,0,0,,12,24,,,23,,,35,12
25,Sena Catterall,So,F,5-5,36,2,14,7,21,58,1,2,4,,,,2,0,1,18,7,11,0.389,8,16,,,17,,,30,13
18,Gretchen Branton,Jr,F,5-5,7,0,,,0,,,,,,,,,0,,0,0,0,,,,,,0,,,1,1
7,Andie Proulx,Jr,D,5-8,23,0,2,1,3,14,,,,,,,,0,,0,0,0,,1,2,,,5,,,7,2
10,Baylee Kirwan,Jr,F,5-4,37,0,1,5,6,32,,,,,,,,0,,0,0,0,,6,12,,,4,,,14,10
15,Laurence Frenette,Jr,F,5-7,37,1,5,2,7,23,,,1,,,,,0,,0,0,0,,2,4,,,5,,,13,8
24,Anne Cherkowski,Sr,F,5-6,40,38,15,19,34,140,,,3,,,,5,0,,14,5,9,0.357,4,8,,,30,,,38,8
12,Jenna Goodwin,Jr,C,5-5,40,1,7,14,21,94,,,1,,,,,0,,627,352,275,0.561,4,8,,,21,,,31,10
21,Nicole Gosling,Sr,D,5-7,40,38,14,25,39,152,,,5,1,2,,9,0,,1,0,1,0,10,20,,,24,,,41,17
14,Jaden Bogden,Sr,F,5-10,40,0,6,6,12,73,1,,,,,,,0,,1,1,0,1,12,24,,,6,,,17,11
17,Kirstyn McQuigge,Sr,C,5-7,38,0,,9,9,23,,,,,,,,0,,295,150,145,0.508,5,10,,,6,,,15,9
4,Haley Winn,Jr,D,5-5,38,35,10,29,39,128,,,1,1,,,4,0,,0,0,0,,6,12,,,23,,,44,21
8,Bridget Stevenson,Fr,C,5-6,33,0,2,3,5,18,,,,,,,,0,,134,66,68,0.493,6,12,,,10,,,11,1
22,Rebecca Morissette,Fr,F,5-8,34,0,4,3,7,22,,,,,,,,0,,1,0,1,0,2,4,,,5,,,10,5
28,Shelby Laidlaw,Fr,C,5-8,35,1,1,5,6,15,,,1,,,,,0,,189,103,86,0.545,2,4,,,2,,,10,8
19,Alexie Guay,Sr,D,5-6,39,3,6,17,23,104,,,3,,1,1,3,0,,1,1,0,1,1,2,,,10,,,31,21
9,Rhea Hicks,So,F,5-5,12,0,,1,1,3,,,,,,,,0,,19,6,13,0.316,,,,,3,,,3,
26,Brooke McQuigge,Sr,C,5-8,40,37,13,20,33,94,,,4,,,,5,0,,238,141,97,0.592,14,50,2,,26,,,36,10
27,Darcie Lappan,Sr,F,5-7,40,2,13,19,32,109,1,1,3,,,,3,0,1,2,1,1,0.5,1,2,,,18,,,35,17
29,Dominique Petrie,Sr,C,5-7,40,38,15,20,35,114,,3,4,,1,,2,0,,785,458,327,0.583,13,26,,,24,,,38,14
3,Keira Hurry,Fr,D,5-9,40,2,5,11,16,95,,,2,,,,3,0,,0,0,0,,15,30,,,20,,,31,11
7,Abby Thibodeau,Fr,D,5-5,16,0,,2,2,7,,,,,,,,0,,0,0,0,,,,,,6,,,6,
10,Beatrice Perron-Roy,Fr,F,5-5,32,0,,2,2,18,,,,,,,,0,,88,39,49,0.443,,,,,4,,,5,1
26,Katie Chan,So,F,5-2,16,15,9,10,19,45,,,1,,,,2,0,,6,4,2,0.667,3,6,,,11,,,19,8
3,Piper Grober,Fr,D,5-7,31,3,3,8,11,49,,,2,,,,,0,,0,0,0,,3,6,,,16,,,31,15
19,Karel Prefontaine,Fr,F,5-4,34,17,11,13,24,88,,,3,,1,,2,0,1,1,0,1,0,5,10,,,11,,,31,20
17,Mckenna Van Gelder,So,C,5-7,34,1,8,9,17,62,,,,,,,3,0,,530,282,248,0.532,1,2,,,17,,,29,12
6,Alyssa Regalado,So,D,5-7,34,12,1,9,10,76,,,,,,,,0,,0,0,0,,10,20,,,16,,,36,20
4,Grace Dwyer,So,D,5-8,34,21,8,16,24,88,,,3,,,,2,0,,1,0,1,0,19,41,,,14,,,34,20
13,Sarah MacEachern,So,D,5-8,29,0,,2,2,10,,,,,,,,0,,0,0,0,,1,5,,,11,,,16,5
28,Caroline Chan,So,F,5-6,13,0,,1,1,7,,,,,,,,0,,0,0,0,,1,2,,,0,,,3,3
2,Georgia Schiff,So,F,5-9,32,1,8,7,15,32,,2,2,,,,,0,,12,5,7,0.417,3,6,,,13,,,22,9
15,Avi Adam,So,F,5-9,34,0,12,5,17,83,,,,,,,2,0,,14,10,4,0.714,12,24,,,5,,,17,12
